Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,EmploymentStatus,Citizenship
1,23.17,1112500.0,1,1,Other,Black,0.46,1,1,1,0,ByBirth,100,0,1,Employed,Indian
1,28.46,62500.0,1,1,Banking,White,0.25,0,0,0,0,ByBirth,380,2010000,0,Employed,Indian
1,18.17,1025000.0,1,1,Other,Black,1.085,0,0,0,0,ByBirth,320,13000,0,Employed,Indian
1,20.0,1104500.0,1,1,Other,White,2.0,0,0,0,1,ByBirth,136,0,0,Employed,Indian
1,20.0,0.0,1,1,Other,White,0.5,0,0,0,0,ByBirth,144,0,0,Employed,Indian
0,20.75,953999.9999999999,1,1,Other,White,0.04,0,0,0,0,ByBirth,200,1000000,0,Employed,Indian
0,24.5,175000.0,0,0,Other,White,0.165,0,0,0,0,ByBirth,132,0,0,Employed,Indian
1,32.75,233500.0,1,1,Other,Black,5.75,0,0,0,1,ByBirth,292,0,0,Employed,Indian
0,52.17,0.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,0,0,Unemployed,Indian
0,48.17,133500.0,1,1,Other,Other,0.335,0,0,0,0,ByBirth,0,120000,0,Employed,Indian
0,20.42,1050000.0,0,0,Other,Black,0.0,0,0,0,1,ByBirth,154,32000,0,Unemployed,Indian
1,50.75,58500.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,145,0,0,Unemployed,Indian
1,17.08,8500.0,0,0,Other,White,0.04,0,0,0,0,ByBirth,140,722000,0,Employed,Indian
1,18.33,121000.0,0,0,Education,Other,0.0,0,0,0,0,ByBirth,100,0,0,Unemployed,Indian
0,32.0,600000.0,1,1,Other,White,1.25,0,0,0,0,ByBirth,272,0,0,Employed,Indian
1,59.67,154000.0,1,1,Other,White,0.125,1,0,0,1,ByBirth,260,0,1,Employed,Indian
1,18.0,16500.0,1,1,Other,Other,0.21,0,0,0,0,ByBirth,200,40000,1,Employed,Indian
1,37.58,0.0,1,1,Other,White,0.0,0,0,0,0,Temporary,0,0,1,Unemployed,Indian
1,32.33,250000.0,1,1,Other,White,1.25,0,0,0,1,ByBirth,280,0,0,Employed,Indian
1,18.08,675000.0,0,0,Other,White,0.04,0,0,0,0,ByBirth,140,0,0,Employed,Indian
1,38.25,1012500.0,0,0,Banking,White,0.125,0,0,0,0,ByBirth,160,0,0,Employed,Indian
1,30.67,250000.0,1,1,Other,Black,2.25,0,0,0,1,ByOtherMeans,340,0,0,Employed,Indian
1,18.58,571000.0,1,1,Other,White,0.54,0,0,0,0,ByBirth,120,0,0,Employed,Indian
0,19.17,541500.0,1,1,Other,Black,0.29,0,0,0,0,ByBirth,80,484000,0,Employed,Indian
0,18.17,1000000.0,0,0,Other,Black,0.165,0,0,0,0,ByBirth,340,0,0,Employed,Indian
1,24.58,1350000.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,0,0,Unemployed,Indian
1,16.25,83500.0,1,1,Other,White,0.085,1,0,0,0,ByOtherMeans,200,0,0,Employed,Indian
1,21.17,87500.0,0,0,Other,Black,0.25,0,0,0,0,ByBirth,280,204000,0,Employed,Indian
1,23.92,58500.0,0,0,Other,Black,0.125,0,0,0,0,ByBirth,240,1000,0,Employed,Indian
1,17.67,446000.0,1,1,Other,White,0.25,0,0,0,0,ByOtherMeans,80,0,0,Employed,Indian
0,16.5,125000.0,1,1,Other,White,0.25,0,1,1,0,ByBirth,108,98000,0,Employed,Indian
1,23.25,1262500.0,1,1,Other,White,0.125,0,1,2,0,ByBirth,0,5552000,0,Employed,Indian
1,17.58,1000000.0,1,1,Manufacturing,Black,0.165,0,1,1,0,ByBirth,120,1000,0,Employed,Indian
0,28.46,150000.0,1,1,Healthcare,Latino,0.0,0,1,2,1,ByBirth,200,105000,0,Unemployed,Indian
1,29.5,57999.99999999999,1,1,Manufacturing,White,0.29,0,1,1,0,ByBirth,340,2803000,0,Employed,Indian
1,18.83,41500.0,0,0,Other,White,0.165,0,1,1,0,ByBirth,200,1000,0,Employed,Indian
0,21.75,175000.0,0,0,Other,Other,0.0,0,0,0,0,ByBirth,160,0,0,Unemployed,Indian
1,23.0,75000.0,1,1,Other,White,0.5,0,0,0,1,ByOtherMeans,320,0,0,Employed,Indian
0,18.25,1000000.0,1,1,Manufacturing,White,1.0,0,1,1,0,ByBirth,120,1000,0,Employed,Indian
1,25.42,54000.0,1,1,Manufacturing,White,0.165,0,1,1,0,ByBirth,272,444000,0,Employed,Indian
1,35.75,241500.0,1,1,Manufacturing,White,0.125,0,1,2,0,ByBirth,220,1000,0,Employed,Indian
0,16.08,33500.0,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,160,126000,0,Unemployed,Indian
0,31.92,312500.0,1,1,Healthcare,Latino,3.04,0,1,2,1,ByBirth,200,4000,0,Employed,Indian
1,69.17,900000.0,1,1,Healthcare,Latino,4.0,0,1,1,0,ByBirth,70,6000,0,Employed,Indian
1,32.92,250000.0,1,1,Other,White,1.75,0,1,2,1,ByBirth,720,0,0,Employed,Indian
1,16.33,275000.0,1,1,Other,White,0.665,0,1,1,0,ByBirth,80,21000,0,Employed,Indian
1,22.17,1212500.0,1,1,Other,White,3.335,0,1,2,1,ByBirth,180,173000,0,Employed,Indian
0,57.58,200000.0,1,1,Healthcare,Latino,6.5,0,1,1,0,ByBirth,0,10000,0,Employed,Indian
1,18.25,16500.0,1,1,Other,White,0.25,0,0,0,1,ByOtherMeans,280,0,0,Employed,Indian
1,23.42,100000.0,1,1,Other,White,0.5,0,0,0,1,ByOtherMeans,280,0,0,Employed,Indian
0,15.92,287500.0,1,1,Other,White,0.085,0,0,0,0,ByBirth,120,0,0,Employed,Indian
0,24.75,1366500.0,1,1,Other,Black,1.5,0,0,0,0,ByBirth,280,1000,0,Employed,Indian
1,48.75,2633500.0,0,0,Healthcare,Latino,0.0,1,0,0,1,ByBirth,0,0,0,Unemployed,Indian
1,23.5,275000.0,1,1,Healthcare,Latino,4.5,0,0,0,0,ByBirth,160,25000,0,Employed,Indian
1,18.58,1028999.9999999999,1,1,Healthcare,Latino,0.415,0,0,0,0,ByBirth,80,0,0,Employed,Indian
1,27.75,129000.0,1,1,Banking,Black,0.25,0,0,0,1,ByOtherMeans,140,0,0,Employed,Indian
0,31.75,300000.0,0,0,Other,Other,0.0,0,0,0,0,ByBirth,160,20000,0,Unemployed,Indian
0,24.83,450000.0,1,1,Manufacturing,White,1.0,0,0,0,1,ByBirth,360,6000,0,Employed,Indian
1,19.0,175000.0,0,0,Other,White,2.335,0,0,0,1,ByBirth,112,6000,0,Employed,Indian
0,16.33,21000.0,1,1,Other,White,0.125,0,0,0,0,ByBirth,200,1000,0,Employed,Indian
0,18.58,1000000.0,1,1,Other,White,0.415,0,0,0,0,ByBirth,80,42000,0,Employed,Indian
1,16.25,0.0,0,0,Other,White,0.25,0,0,0,0,ByBirth,60,0,0,Employed,Indian
1,23.0,75000.0,1,1,Other,White,0.5,1,0,0,1,ByOtherMeans,320,0,0,Employed,Indian
1,21.17,25000.0,0,0,Other,Black,0.25,0,0,0,0,ByBirth,280,204000,0,Employed,Indian
1,17.5,2200000.0,0,1,Healthcare,Other,0.0,0,0,0,1,Temporary,450,100000000,1,Unemployed,Indian
1,19.17,0.0,0,0,Other,Asian,0.0,0,0,0,1,ByOtherMeans,500,1000,1,Unemployed,Indian
1,36.75,12500.0,0,0,Other,White,1.5,0,0,0,1,ByBirth,232,113000,1,Employed,Indian
1,21.25,150000.0,1,1,Manufacturing,White,1.5,0,0,0,0,ByBirth,150,8000,1,Employed,Indian
0,18.08,37500.0,0,1,Other,Latino,10.0,0,0,0,1,ByOtherMeans,300,0,1,Employed,Indian
0,33.67,37500.0,1,1,Other,White,0.375,0,0,0,0,ByBirth,300,44000,1,Employed,Indian
1,48.58,20500.0,0,0,Banking,White,0.25,1,1,11,0,ByBirth,380,2732000,1,Employed,Indian
1,33.67,125000.0,1,1,Manufacturing,White,1.165,0,0,0,0,ByBirth,120,0,0,Employed,Indian
0,29.5,108500.0,0,0,Other,White,1.0,0,0,0,0,ByBirth,280,13000,0,Employed,Indian
1,30.17,108500.0,0,0,Other,White,0.04,0,0,0,0,ByBirth,170,179000,0,Employed,Indian
1,40.83,350000.0,1,1,Other,Asian,0.5,0,0,0,0,ByOtherMeans,1160,0,0,Employed,Indian
1,34.83,250000.0,0,0,Manufacturing,White,3.0,0,0,0,0,ByOtherMeans,200,0,0,Employed,Indian
1,28.46,400000.0,0,0,Other,White,0.085,0,0,0,1,ByBirth,411,0,0,Employed,Indian
1,20.42,0.0,1,1,Other,White,0.0,0,0,0,0,Temporary,0,0,0,Unemployed,Indian
0,33.25,250000.0,0,0,Other,White,2.5,0,0,0,1,ByBirth,0,2000,0,Employed,Indian
1,34.08,250000.0,1,1,Other,White,1.0,0,0,0,0,ByBirth,460,16000,0,Employed,Indian
0,25.25,1250000.0,1,1,Other,White,1.0,0,0,0,1,ByBirth,180,1062000,0,Employed,Indian
1,34.75,250000.0,1,1,Other,Asian,0.5,0,0,0,0,ByBirth,348,0,0,Employed,Indian
1,27.67,75000.0,1,1,Other,Black,0.165,0,0,0,1,ByBirth,220,251000,0,Employed,Indian
1,47.33,650000.0,1,1,Other,White,1.0,0,0,0,1,ByBirth,0,228000,0,Employed,Indian
0,34.83,125000.0,0,0,Other,Black,0.5,0,0,0,1,ByBirth,160,0,0,Employed,Indian
0,33.25,300000.0,0,0,Other,White,2.0,0,0,0,0,ByBirth,180,0,0,Employed,Indian
1,28.0,300000.0,1,1,Manufacturing,White,0.75,0,0,0,1,ByBirth,300,67000,0,Employed,Indian
0,39.08,400000.0,1,1,Other,White,3.0,0,0,0,0,ByBirth,480,0,0,Employed,Indian
1,42.75,408500.0,1,1,Other,White,0.04,0,0,0,0,ByBirth,108,100000,0,Employed,Indian
1,26.92,225000.0,1,1,Other,Asian,0.5,0,0,0,1,ByBirth,640,4000000,0,Employed,Indian
1,33.75,275000.0,1,1,Other,Asian,0.0,0,0,0,0,ByBirth,180,0,0,Unemployed,Indian
1,38.92,175000.0,1,1,Banking,White,0.5,0,0,0,1,ByBirth,300,2000,0,Employed,Indian
1,62.75,700000.0,1,1,Education,Other,0.0,0,0,0,0,ByBirth,0,12000,0,Unemployed,Indian
1,32.25,150000.0,1,1,Other,White,0.25,0,0,0,1,ByBirth,372,122000,0,Employed,Indian
1,26.75,450000.0,0,0,Other,Asian,2.5,0,0,0,0,ByBirth,200,1210000,0,Employed,Indian
1,63.33,54000.0,1,1,Other,White,0.585,1,1,3,1,ByBirth,180,0,0,Employed,Indian
1,27.83,150000.0,1,1,Manufacturing,White,2.25,0,1,1,1,ByBirth,100,3000,0,Employed,Indian
0,26.17,200000.0,1,1,Other,Other,0.0,0,0,0,1,ByBirth,276,1000,0,Unemployed,Indian
1,22.17,58500.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,100,0,0,Unemployed,Indian
1,22.5,1150000.0,0,0,Other,White,1.5,0,0,0,1,ByBirth,0,4000000,0,Employed,Indian
1,30.75,158500.0,1,1,Other,White,0.585,0,0,0,1,ByOtherMeans,0,0,0,Employed,Indian
1,36.67,200000.0,1,1,Other,White,0.25,0,0,0,1,ByBirth,221,0,0,Employed,Indian
0,16.0,16500.0,1,1,Other,White,1.0,0,1,2,1,ByBirth,320,1000,0,Employed,Indian
1,41.17,133500.0,1,1,Other,White,0.165,0,0,0,0,ByBirth,168,0,0,Employed,Indian
0,19.5,16500.0,1,1,Other,White,0.04,0,0,0,1,ByBirth,380,0,0,Employed,Indian
1,32.42,300000.0,1,1,Other,White,0.165,0,0,0,1,ByBirth,120,0,0,Employed,Indian
0,36.75,471000.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,160,0,0,Unemployed,Indian
0,30.25,550000.0,1,1,Banking,White,5.5,0,0,0,1,ByOtherMeans,100,0,0,Employed,Indian
1,23.08,250000.0,1,1,Healthcare,Latino,0.085,0,0,0,1,ByBirth,100,4208000,0,Employed,Indian
1,26.83,54000.0,1,1,Banking,Latino,0.0,0,0,0,0,ByBirth,100,0,0,Unemployed,Indian
1,16.92,33500.0,0,0,Banking,White,0.29,0,0,0,0,ByOtherMeans,200,0,0,Employed,Indian
1,24.42,200000.0,1,1,Education,Other,0.165,0,1,2,0,ByBirth,320,1300000,0,Employed,Indian
1,42.83,125000.0,1,1,Other,White,13.875,0,1,1,1,ByBirth,352,112000,0,Employed,Indian
0,22.75,616500.0,1,1,Other,White,0.165,0,0,0,0,ByBirth,220,1000000,0,Employed,Indian
1,39.42,171000.0,0,0,Other,White,0.165,0,0,0,0,ByOtherMeans,400,0,0,Employed,Indian
0,23.58,1150000.0,0,0,Banking,Black,3.0,0,0,0,1,ByBirth,20,16000,0,Employed,Indian
1,21.42,75000.0,0,0,Other,Other,0.75,0,0,0,1,ByBirth,132,2000,0,Employed,Indian
1,33.0,250000.0,0,0,Manufacturing,White,7.0,0,0,0,1,ByBirth,280,0,0,Employed,Indian
1,26.33,1300000.0,1,1,Education,Other,0.0,0,0,0,1,ByBirth,140,1110000,0,Unemployed,Indian
0,45.0,458500.0,1,1,Banking,Black,1.0,0,0,0,1,ByOtherMeans,240,0,0,Employed,Indian
1,26.25,154000.0,1,1,Manufacturing,White,0.125,0,0,0,0,ByBirth,100,0,0,Employed,Indian
1,28.17,58500.0,1,1,Other,White,0.04,0,0,0,0,ByBirth,260,1004000,0,Employed,Indian
0,20.83,50000.0,0,0,Education,Other,1.0,0,0,0,0,ByBirth,260,0,0,Employed,Indian
1,28.67,1450000.0,1,1,Other,White,0.125,0,0,0,0,ByBirth,0,286000,0,Employed,Indian
1,20.67,83500.0,0,0,Other,White,2.0,0,0,0,1,ByOtherMeans,240,0,0,Employed,Indian
1,34.42,133500.0,1,1,Other,Asian,0.125,0,0,0,1,ByBirth,440,4500000,0,Employed,Indian
1,33.58,25000.0,1,1,Other,Asian,4.0,0,0,0,1,ByOtherMeans,420,0,0,Employed,Indian
1,43.17,500000.0,1,1,Other,Asian,2.25,0,0,0,1,ByBirth,141,0,0,Employed,Indian
0,22.67,700000.0,1,1,Other,White,0.165,0,0,0,0,ByBirth,160,0,0,Employed,Indian
0,24.33,250000.0,0,0,Other,Asian,4.5,0,0,0,0,ByBirth,200,456000,0,Employed,Indian
0,56.83,425000.0,0,0,Healthcare,Latino,5.0,0,0,0,1,ByBirth,0,4000,0,Employed,Indian
1,22.08,1146000.0,1,1,Banking,White,1.585,0,0,0,1,ByBirth,100,1212000,0,Employed,Indian
1,34.0,550000.0,0,0,Other,White,1.5,0,0,0,1,ByBirth,60,0,0,Employed,Indian
1,22.58,150000.0,0,0,Other,White,0.54,0,0,0,1,ByBirth,120,67000,0,Employed,Indian
1,21.17,0.0,1,1,Other,White,0.5,0,0,0,1,ByOtherMeans,0,0,0,Employed,Indian
1,26.67,1458500.0,1,1,Other,Asian,0.0,0,0,0,1,ByBirth,178,0,0,Unemployed,Indian
1,22.92,17000.0,1,1,Other,White,0.085,0,0,0,0,ByOtherMeans,0,0,0,Employed,Indian
1,15.17,700000.0,1,1,Education,White,1.0,0,0,0,0,ByBirth,600,0,0,Employed,Indian
1,39.92,500000.0,1,1,Other,Asian,0.21,0,0,0,0,ByBirth,550,0,0,Employed,Indian
1,27.42,1250000.0,1,1,Other,Asian,0.25,0,0,0,1,ByBirth,720,0,0,Employed,Indian
1,24.75,54000.0,1,1,Other,White,1.0,0,0,0,1,ByBirth,120,1000,0,Employed,Indian
1,41.17,125000.0,0,0,Manufacturing,White,0.25,0,0,0,0,ByBirth,0,195000,0,Employed,Indian
0,33.08,162500.0,1,1,Other,White,0.54,0,0,0,1,ByBirth,0,0,0,Employed,Indian
1,29.83,204000.0,0,0,Other,Black,0.04,0,0,0,0,ByBirth,128,1000,0,Employed,Indian
0,23.58,58500.0,0,0,Healthcare,Latino,0.125,0,0,0,0,ByBirth,120,87000,0,Employed,Indian
1,26.17,1250000.0,0,0,Banking,Black,1.25,0,0,0,1,ByBirth,0,17000,0,Employed,Indian
1,31.0,208500.0,1,1,Other,White,0.085,0,0,0,0,ByBirth,300,0,0,Employed,Indian
1,20.75,508500.0,0,0,Other,White,0.29,0,0,0,0,ByBirth,140,184000,0,Employed,Indian
1,28.92,37500.0,1,1,Other,White,0.29,0,0,0,0,ByBirth,220,140000,0,Employed,Indian
0,51.92,650000.0,1,1,Other,Asian,3.085,0,0,0,1,ByBirth,73,0,0,Employed,Indian
0,22.67,33500.0,1,1,Other,White,0.75,0,0,0,0,ByOtherMeans,160,0,0,Employed,Indian
1,34.0,508500.0,0,0,Other,Asian,1.085,0,0,0,1,ByBirth,480,0,0,Employed,Indian
0,69.5,600000.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByOtherMeans,0,0,0,Unemployed,Indian
0,40.33,812500.0,0,0,Banking,White,0.165,0,1,2,0,ByBirth,0,18000,0,Employed,Indian
0,19.58,66500.0,0,0,Other,White,1.0,0,1,1,0,ByBirth,2000,2000,0,Employed,Indian
1,16.0,312500.0,1,1,Manufacturing,White,0.085,0,1,1,0,ByBirth,0,6000,0,Employed,Indian
1,17.08,25000.0,1,1,Other,White,0.335,0,1,4,0,ByBirth,160,8000,0,Employed,Indian
1,31.25,283500.0,1,1,Healthcare,Latino,0.0,0,1,5,0,ByBirth,176,146000,0,Unemployed,Indian
1,25.17,300000.0,1,1,Other,White,1.25,0,1,1,0,ByBirth,0,22000,0,Employed,Indian
0,22.67,79000.0,1,1,Other,White,0.085,0,0,0,0,ByBirth,144,0,0,Employed,Indian
1,40.58,150000.0,1,1,Other,Asian,0.0,0,0,0,0,ByOtherMeans,300,0,0,Unemployed,Indian
1,22.25,46000.0,1,1,Banking,White,0.125,0,0,0,1,ByBirth,280,55000,0,Employed,Indian
0,22.25,125000.0,0,0,Healthcare,Latino,3.25,0,0,0,0,ByBirth,280,0,0,Employed,Indian
1,22.5,12500.0,0,0,Banking,White,0.125,0,0,0,0,ByBirth,200,70000,0,Employed,Indian
1,23.58,179000.0,1,1,Other,White,0.54,0,0,0,1,ByBirth,136,1000,0,Employed,Indian
1,38.42,70500.0,1,1,Other,White,0.375,0,1,2,0,ByBirth,225,500000,0,Employed,Indian
0,26.58,254000.0,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,60000,0,Unemployed,Indian
1,35.0,250000.0,1,1,Other,White,1.0,0,0,0,1,ByBirth,210,0,0,Employed,Indian
1,20.42,108500.0,1,1,Other,White,1.5,0,0,0,0,ByBirth,108,7000,0,Employed,Indian
1,29.42,125000.0,1,1,Manufacturing,White,1.75,0,0,0,0,ByBirth,200,0,0,Employed,Indian
1,26.17,83500.0,1,1,Other,White,1.165,0,0,0,0,ByBirth,100,0,0,Employed,Indian
1,33.67,216500.0,1,1,Other,White,1.5,0,0,0,0,Temporary,120,0,0,Employed,Indian
1,24.58,125000.0,1,1,Other,White,0.25,0,0,0,0,ByBirth,110,0,0,Employed,Indian
0,27.67,204000.0,1,1,Manufacturing,White,0.25,0,0,0,1,ByBirth,180,50000,0,Employed,Indian
1,37.5,83500.0,1,1,Education,White,0.04,0,0,0,0,ByBirth,120,5000,0,Employed,Indian
1,49.17,229000.0,1,1,Healthcare,Latino,0.29,0,0,0,0,ByBirth,200,3000,0,Employed,Indian
1,33.58,33500.0,0,0,Other,White,0.085,0,0,0,0,ByBirth,180,0,0,Employed,Indian
1,51.83,300000.0,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,180,4000,0,Employed,Indian
1,22.92,316500.0,0,0,Other,White,0.165,0,0,0,0,ByBirth,160,1058000,0,Employed,Indian
1,21.83,154000.0,1,1,Banking,White,0.085,0,0,0,1,ByBirth,356,0,0,Employed,Indian
1,25.25,100000.0,1,1,Other,White,0.5,0,0,0,0,ByBirth,200,0,0,Employed,Indian
1,58.58,271000.0,1,1,Other,White,2.415,0,0,0,1,ByBirth,320,0,0,Employed,Indian
1,19.0,0.0,0,0,Healthcare,Latino,0.0,0,1,4,0,ByBirth,45,1000,0,Unemployed,Indian
1,19.58,58500.0,1,1,Healthcare,Latino,0.0,0,1,3,0,ByBirth,350,769000,0,Unemployed,Indian
0,53.33,16500.0,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,62,27000,0,Unemployed,Indian
0,27.17,125000.0,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,92,300000,0,Unemployed,Indian
1,25.92,87500.0,1,1,Banking,White,0.375,0,1,2,1,ByBirth,174,3000,0,Employed,Indian
1,23.08,0.0,1,1,Banking,White,1.0,0,1,11,0,ByOtherMeans,0,0,0,Employed,Indian
1,39.58,500000.0,1,1,Healthcare,Latino,0.0,0,1,2,0,ByBirth,17,1000,0,Unemployed,Indian
1,30.58,271000.0,0,0,Other,White,0.125,0,0,0,1,ByOtherMeans,80,0,0,Employed,Indian
1,17.25,300000.0,1,1,Banking,White,0.04,0,0,0,1,ByBirth,160,40000,0,Employed,Indian
0,17.67,0.0,0,0,Other,Latino,0.0,0,0,0,0,ByBirth,86,0,0,Unemployed,Indian
0,28.46,1125000.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,5200000,0,Unemployed,Indian
1,16.5,12500.0,1,1,Other,White,0.165,0,0,0,0,ByBirth,132,0,0,Employed,Indian
0,27.33,166500.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,340,1000,0,Unemployed,Indian
1,31.25,112500.0,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,96,19000,0,Unemployed,Indian
1,20.0,700000.0,1,1,Other,White,0.5,0,0,0,0,ByBirth,0,0,0,Employed,Indian
1,28.46,300000.0,0,0,Other,Asian,7.0,0,0,0,0,ByBirth,0,1000,0,Employed,Indian
1,39.5,162500.0,1,1,Other,White,1.5,0,0,0,0,ByBirth,0,316000,0,Employed,Indian
1,36.5,425000.0,1,1,Other,White,3.5,0,0,0,0,ByBirth,454,50000,0,Employed,Indian
1,29.75,66500.0,1,1,Manufacturing,White,0.25,0,0,0,1,ByBirth,300,0,0,Employed,Indian
1,52.42,150000.0,1,1,Other,White,3.75,0,0,0,1,ByBirth,0,350000,0,Employed,Indian
1,36.17,1812500.0,1,1,Manufacturing,White,0.085,0,0,0,0,ByBirth,320,3552000,0,Employed,Indian
1,34.58,0.0,1,1,Other,White,0.0,0,0,0,0,Temporary,0,0,0,Unemployed,Indian
1,29.67,75000.0,0,0,Other,White,0.04,0,0,0,0,ByBirth,240,0,0,Employed,Indian
1,36.17,550000.0,1,1,Other,Asian,5.0,0,0,0,0,ByBirth,210,687000,0,Employed,Indian
1,25.67,28999.999999999996,0,0,Other,White,1.5,0,0,0,1,ByBirth,160,0,0,Employed,Indian
0,24.5,241500.0,0,0,Other,White,0.0,0,0,0,0,ByBirth,120,0,0,Unemployed,Indian
1,24.08,87500.0,1,1,Other,White,0.085,0,1,4,0,ByBirth,254,1950000,0,Employed,Indian
1,21.92,50000.0,1,1,Other,White,0.125,0,0,0,0,ByBirth,360,0,0,Employed,Indian
0,36.58,28999.999999999996,1,1,Healthcare,Latino,0.0,0,1,10,0,ByBirth,200,18000,0,Unemployed,Indian
0,23.0,183500.0,1,1,Other,Other,0.0,0,1,1,0,ByBirth,200,53000,0,Unemployed,Indian
0,27.58,300000.0,1,1,Other,White,2.79,0,1,1,1,ByBirth,280,10000,0,Employed,Indian
1,31.08,308500.0,1,1,Other,White,2.5,0,1,2,1,ByBirth,160,41000,0,Employed,Indian
0,30.42,137500.0,1,1,Manufacturing,Black,0.04,0,1,3,0,ByBirth,0,33000,0,Employed,Indian
1,22.08,233500.0,1,1,Banking,White,0.75,0,0,0,0,ByBirth,180,0,0,Employed,Indian
1,16.33,408500.0,1,1,Other,Black,0.415,0,0,0,1,ByBirth,120,0,0,Employed,Indian
0,21.92,1166500.0,1,1,Banking,Black,0.085,0,0,0,0,ByBirth,320,5000,0,Employed,Indian
1,21.08,412500.0,0,0,Other,Black,0.04,0,0,0,0,ByBirth,140,100000,0,Employed,Indian
1,17.42,650000.0,1,1,Other,White,0.125,0,0,0,0,ByBirth,60,100000,0,Employed,Indian
1,19.17,400000.0,0,0,Other,White,1.0,0,0,0,1,ByBirth,360,1000000,0,Employed,Indian
1,20.67,41500.0,1,1,Other,White,0.125,0,0,0,0,ByBirth,0,44000,0,Employed,Indian
1,26.75,200000.0,1,1,Other,White,0.75,0,0,0,1,ByBirth,80,0,0,Employed,Indian
1,23.58,83500.0,1,1,Other,Black,0.085,0,0,0,1,ByBirth,220,5000,0,Employed,Indian
1,39.17,250000.0,0,0,Other,Black,10.0,0,0,0,1,ByOtherMeans,200,0,0,Employed,Indian
1,22.75,1150000.0,1,1,Other,White,0.415,0,0,0,0,ByBirth,0,0,0,Employed,Indian
1,26.5,271000.0,0,0,Other,White,0.085,0,0,0,0,ByOtherMeans,80,0,0,Employed,Indian
0,16.92,50000.0,1,1,Other,White,0.165,0,1,6,1,ByBirth,240,35000,0,Employed,Indian
1,23.5,316500.0,0,0,Banking,White,0.415,0,1,1,1,ByBirth,280,80000,0,Employed,Indian
0,17.33,950000.0,1,1,Other,White,1.75,0,1,10,1,ByBirth,0,10000,0,Employed,Indian
1,23.75,41500.0,0,0,Other,White,0.04,0,1,2,0,ByBirth,128,6000,0,Employed,Indian
1,34.67,108000.0,1,1,Other,White,1.165,0,0,0,0,ByOtherMeans,28,0,0,Employed,Indian
1,74.83,1900000.0,0,0,Healthcare,Latino,0.04,0,1,2,0,ByBirth,0,351000,0,Employed,Indian
1,28.17,12500.0,0,0,Banking,White,0.085,0,0,0,0,ByBirth,216,2100000,0,Employed,Indian
1,24.5,1333500.0,0,0,Other,White,0.04,0,0,0,1,ByBirth,120,475000,0,Employed,Indian
1,18.83,354000.0,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,1000,0,Unemployed,Indian
1,45.33,100000.0,1,1,Other,White,0.125,0,0,0,1,ByBirth,263,0,0,Employed,Indian
0,47.25,75000.0,1,1,Other,Black,2.75,1,1,1,0,ByBirth,333,892000,1,Employed,Indian
1,24.17,87500.0,1,1,Other,White,4.625,1,1,2,1,ByBirth,520,2000000,1,Employed,Indian
1,39.25,950000.0,1,1,Other,White,6.5,1,1,14,0,ByBirth,240,4607000,1,Employed,Indian
0,20.5,1183500.0,1,1,Other,Black,6.0,1,0,0,0,ByBirth,340,0,1,Employed,Indian
0,18.83,441500.0,0,0,Other,Black,3.0,1,0,0,0,ByBirth,240,0,1,Employed,Indian
1,19.17,950000.0,1,1,Manufacturing,White,1.5,1,0,0,0,ByBirth,120,2206000,1,Employed,Indian
0,25.0,87500.0,1,1,Other,Black,1.04,1,0,0,1,ByBirth,160,5860000,1,Employed,Indian
1,20.17,925000.0,1,1,Other,White,1.665,1,1,3,1,ByBirth,40,28000,1,Employed,Indian
1,25.75,50000.0,1,1,Other,White,1.46,1,1,5,1,ByBirth,312,0,1,Employed,Indian
1,20.42,700000.0,1,1,Other,White,1.625,1,1,3,0,ByBirth,200,1391000,1,Employed,Indian
1,28.46,400000.0,1,1,Other,White,5.0,1,1,3,1,ByBirth,290,2279000,1,Employed,Indian
1,39.0,500000.0,1,1,Other,White,3.5,1,1,10,1,ByBirth,0,0,1,Employed,Indian
0,64.08,16500.0,1,1,Healthcare,Latino,0.0,1,1,1,0,ByBirth,232,100000,1,Unemployed,Indian
1,28.25,512500.0,1,1,Other,White,4.75,1,1,2,0,ByBirth,420,7000,1,Employed,Indian
0,28.75,375000.0,1,1,Other,White,1.085,1,1,1,1,ByBirth,371,0,1,Employed,Indian
1,31.33,1950000.0,1,1,Other,White,7.0,1,1,16,0,ByBirth,0,5000000,1,Employed,Indian
